"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"131199","131199000096","板橋区","荒川戸田橋サッカー場Ｂ面","","","","","","","","","東京都板橋区舟渡2-26先","東京都","板橋区","舟渡","2-26先","","35.798762","139.686368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000097","板橋区","高島平多目的運動場","","","","","","","","","東京都板橋区高島平2-24-1","東京都","板橋区","高島平2丁目","24-1","","35.784253","139.659899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000098","板橋区","浮間舟渡フットサルパーク","","","","","","","","","東京都板橋区舟渡1丁目10番1号","東京都","板橋区","舟渡1丁目","10-1","","35.79026","139.69027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000099","板橋区","城北野球場Ｂ面","","","","","","","","","東京都板橋区坂下2-19-1","東京都","板橋区","坂下2丁目","19-1","","35.782829","139.682466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000100","板橋区","戸田橋少年野球場Ｅ面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798841","139.655186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000101","板橋区","戸田橋少年野球場Ｄ面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.79864","139.65407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000102","板橋区","戸田橋少年野球場Ｃ面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798653","139.652971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000103","板橋区","戸田橋少年野球場Ｂ面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798082","139.652525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000104","板橋区","戸田少年硬式軟式兼用野球場Ａ面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798142","139.651169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000105","板橋区","戸田一般野球場1面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.797759","139.65326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000106","板橋区","戸田一般野球場2面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.79743","139.653856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000107","板橋区","戸田一般野球場4面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.797524","139.655302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000108","板橋区","小豆沢野球場Ａ面","","","","","","","","","東京都板橋区小豆沢3-1-1","東京都","板橋区","小豆沢3丁目","1-1","","35.778798","139.696354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000109","板橋区","戸田橋少年野球場Ｆ面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798814","139.656592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000110","板橋区","戸田一般野球場5面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798264","139.65736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000111","板橋区","戸田一般野球場6面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798432","139.65827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000112","板橋区","戸田一般野球場7面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798096","139.658882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000113","板橋区","戸田一般野球場8面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.79827","139.659551","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000114","板橋区","戸田一般野球場9面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798815","139.660039","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000115","板橋区","戸田硬式軟式兼用野球場 B面","","","","","","","","","東京都板橋区舟渡3-20先","東京都","板橋区","舟渡","20先","","35.796799","139.680689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000116","板橋区","戸田一般野球場11面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.798607","139.684194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000117","板橋区","戸田一般野球場10面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.796907","139.683673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000118","板橋区","戸田硬式軟式兼用野球場Ａ面","","","","","","","","","東京都板橋区舟渡3-20先","東京都","板橋区","舟渡","20先","","35.79686","139.682846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000119","板橋区","戸田一般野球場3面","","","","","","","","","東京都板橋区新河岸1-25先","東京都","板橋区","新河岸1丁目","25先","","35.797961","139.654748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000120","板橋区","徳丸ヶ原野球場","","","","","","","","","東京都板橋区高島平8-24-1","東京都","板橋区","高島平8丁目","24-1","","35.79214","139.660997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000121","板橋区","城北野球場A面","","","","","","","","","東京都板橋区坂下2-19-1","東京都","板橋区","坂下2丁目","19-1","","35.783266","139.681607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000122","板橋区","小豆沢野球場B面","","","","","","","","","東京都板橋区小豆沢3-1-1","東京都","板橋区","小豆沢3丁目","1-1","","35.778737","139.695346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000123","板橋区","新河岸庭球場","","","","","","","","","東京都板橋区新河岸3-1-3","東京都","板橋区","新河岸3丁目","1-3","","35.794487","139.657915","","","(03)3939-4230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000124","板橋区","徳丸ヶ原庭球場","","","","","","","","","東京都板橋区高島平8-24-1","東京都","板橋区","高島平8丁目","24-1","","35.791152","139.661074","","","(03)3934-4004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000125","板橋区","東板橋庭球場","","","","","","","","","東京都板橋区板橋3-50-1","東京都","板橋区","板橋3丁目","50-1","","35.75379","139.71306","","","(03)3962-3708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000126","板橋区","加賀庭球場","","","","","","","","","東京都板橋区加賀1-17-1","東京都","板橋区","加賀1丁目","17-1","","35.755842","139.719144","","","(03)3961-6501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000127","板橋区","小豆沢庭球場","","","","","","","","","東京都板橋区小豆沢3-1-1","東京都","板橋区","小豆沢3丁目","1-1","","35.778589","139.696925","","","(03)3967-4894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000128","板橋区","成増フレンド","","","","","","","","","東京都板橋区成増1-12-4","東京都","板橋区","成増1丁目","12-4","","35.774625","139.632851","","","(03)6909-2070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000129","板橋区","成増教育相談室","","","","","","","","","東京都板橋区成増1-12-4","東京都","板橋区","成増1丁目","12-4","","35.774724","139.632967","","","(03)3975-9693","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000130","板橋区","成増生涯学習センター","","","","","","","","","東京都板橋区成増1-12-4","東京都","板橋区","成増1丁目","12-4","","35.774717","139.632637","","","(03)3975-9706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000131","板橋区","大原生涯学習センター","","","","","","","","","東京都板橋区大原町5-18","東京都","板橋区","大原町","5-18","","35.769545","139.700207","","","(03)3969-0401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000132","板橋区","板橋フレンドセンター","","","","","","","","","東京都板橋区富士見町３－１","東京都","板橋区","富士見町","3-1","","35.760883","139.701208","","","(03)3961-2500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000133","板橋区","天津わかしお学校","","","","","","","","","千葉県鴨川市天津1990","千葉県","鴨川市","天津","1990","","35.124355","140.16854","","","(0470)94-0371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000134","板橋区","坂下三丁目保育園","","","","","","","","","東京都板橋区坂下3-14-6-101","東京都","板橋区","坂下3丁目","14-6-101","","35.787402","139.681797","","","(03)3965-6241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/saka3h/index.html","","",""
"131199","131199000135","板橋区","新河岸保育園","","","","","","","","","東京都板橋区高島平8－30－12","東京都","板橋区","高島平8丁目","30-12","","35.792384","139.664169","","","(03)3550-7141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/shingah/index.html","","",""
"131199","131199000136","板橋区","蓮根保育園","","","","","","","","","東京都板橋区蓮根2-6-15","東京都","板橋区","蓮根2丁目","6-15","","35.781149","139.676573","","","(03)3968-0687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/hasuh/index.html","","",""
"131199","131199000137","板橋区","相生保育園","","","","","","","","","東京都板橋区相生町24-3-101","東京都","板橋区","相生町","24-3-101","","35.778602","139.678887","","","(03)3936-9636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/aioih/index.html","","",""
"131199","131199000138","板橋区","小桜保育園","","","","","","","","","東京都板橋区志村3-32-1","東京都","板橋区","志村3丁目","32-1","","35.778932","139.690708","","","(03)3960-9341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/kozah/index.html","","",""
"131199","131199000139","板橋区","さかうえ保育園","","","","","","","","","東京都板橋区小豆沢1-20-17","東京都","板橋区","小豆沢1丁目","20-17","","35.775855","139.702158","","","(03)3965-9721","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/sakah/index.html","","",""
"131199","131199000140","板橋区","緑が丘保育園","","","","","","","","","東京都板橋区中台3-27-2","東京都","板橋区","中台3丁目","27-2","","35.773099","139.67916","","","(03)3934-4160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/midorih/index.html","","",""
"131199","131199000141","板橋区","向台保育園","","","","","","","","","東京都板橋区中台2-15-7","東京都","板橋区","中台2丁目","15-7","","35.770116","139.680772","","","(03)3932-0058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/mukadh/index.html","","",""
"131199","131199000142","板橋区","西前野保育園","","","","","","","","","東京都板橋区前野町6-10-7","東京都","板橋区","前野町6丁目","10-7","","35.765304","139.683435","","","(03)3965-3144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/wmaeh/index.html","","",""
"131199","131199000143","板橋区","南前野保育園","","","","","","","","","東京都板橋区前野町2-23-1","東京都","板橋区","前野町2丁目","23-1","","35.765834","139.688061","","","(03)3967-3830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/amaeh/index.html","","",""
"131199","131199000144","板橋区","ときわ台保育園","","","","","","","","","東京都板橋区常盤台3-21-2","東京都","板橋区","常盤台3丁目","21-2","","35.762254","139.684005","","","(03)3969-0436","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/tokiwah/index.html","","",""
"131199","131199000145","板橋区","上板橋保育園","","","","","","","","","東京都板橋区上板橋2-3-8","東京都","板橋区","上板橋2丁目","3-8","","35.761823","139.673821","","","(03)3933-6935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/kamih/index.html","","",""
"131199","131199000146","板橋区","ゆりの木保育園","","","","","","","","","東京都板橋区赤塚新町3-32-11-102","東京都","板橋区","赤塚新町3丁目","32-11-102","","35.769222","139.638408","","","(03)3977-2650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/yurih/index.html","","",""
"131199","131199000147","板橋区","赤塚新町保育園","","","","","","","","","東京都板橋区赤塚新町2-12-1","東京都","板橋区","赤塚新町2丁目","12-1","","35.77336","139.638531","","","(03)3977-5120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/akashinh/index.html","","",""
"131199","131199000148","板橋区","紅梅保育園","","","","","","","","","東京都板橋区徳丸6-2-10","東京都","板橋区","徳丸6丁目","2-10","","35.776284","139.662991","","","(03)3934-6488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/koubaih/index.html","","",""
"131199","131199000149","板橋区","西台保育園","","","","","","","","","東京都板橋区西台2-5-18","東京都","板橋区","西台2丁目","5-18","","35.778985","139.670125","","","(03)3935-0516","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/nishidaih/index.html","","",""
"131199","131199000150","板橋区","東新保育園","","","","","","","","","東京都板橋区東新町2-43-5","東京都","板橋区","東新町2丁目","43-5","","35.75249","139.680624","","","(03)3972-8040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/toshinh/index.html","","",""
"131199","131199000151","板橋区","大谷口保育園","","","","","","","","","東京都板橋区大谷口北町87-1","東京都","板橋区","大谷口北町","87-1","","35.751032","139.685659","","","(03)3958-3664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/oyah/index.html","","",""
"131199","131199000152","板橋区","向原保育園","","","","","","","","","東京都板橋区向原1-18-5","東京都","板橋区","向原1丁目","18-5","","35.742614","139.684849","","","(03)3974-6364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/mukaih/index.html","","",""
"131199","131199000153","板橋区","みなみ保育園","","","","","","","","","東京都板橋区幸町3-1","東京都","板橋区","幸町","3-1","","35.745173","139.700299","","","(03)3973-1311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/minah/index.html","","",""
"131199","131199000154","板橋区","中板橋保育園","","","","","","","","","東京都板橋区中板橋11-9","東京都","板橋区","中板橋","11-9","","35.754923","139.698463","","","(03)3962-9487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/nakaih/index.html","","",""
"131199","131199000155","板橋区","かないくぼ保育園","","","","","","","","","東京都板橋区板橋2-21-2","東京都","板橋区","板橋2丁目","21-2","","35.748129","139.709359","","","(03)3964-4678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/kanaih/index.html","","",""
"131199","131199000156","板橋区","赤塚保育園","","","","","","","","","東京都板橋区赤塚6-30-1","東京都","板橋区","赤塚6丁目","30-1","","35.776646","139.643846","","","(03)3930-0120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/akah/index.html","","",""
"131199","131199000157","板橋区","あさひが丘保育園","","","","","","","","","東京都板橋区赤塚7-4-1","東京都","板橋区","赤塚7丁目","4-1","","35.773663","139.6485","","","(03)3938-8838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/asahih/index.html","","",""
"131199","131199000158","板橋区","高島平くるみ保育園","","","","","","","","","東京都板橋区高島平8-16-1","東京都","板橋区","高島平8丁目","16-1","","35.79016","139.660816","","","(03)3933-9035","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/kurumih/index.html","","",""
"131199","131199000159","板橋区","高島平あやめ保育園","","","","","","","","","東京都板橋区高島平8-30-1","東京都","板橋区","高島平8丁目","30-1","","35.792357","139.664445","","","(03)3932-4708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/ayameh/index.html","","",""
"131199","131199000160","板橋区","高島平もみじ保育園","","","","","","","","","東京都板橋区高島平3-10-1-101","東京都","板橋区","高島平3丁目","10-1-101","","35.78926","139.654901","","","(03)3975-8454","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/momijih/index.html","","",""
"131199","131199000161","板橋区","高島平つぼみ保育園","","","","","","","","","東京都板橋区高島平2-25-4","東京都","板橋区","高島平2丁目","25-4","","35.784058","139.661255","","","(03)3936-9234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/tubomih/index.html","","",""
"131199","131199000162","板橋区","高島平けやき保育園","","","","","","","","","東京都板橋区高島平2-32-3-101","東京都","板橋区","高島平2丁目","32-3-101","","35.786516","139.662445","","","(03)3936-1380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/keyakih/index.html","","",""
"131199","131199000163","板橋区","高島平すみれ保育園","","","","","","","","","東京都板橋区高島平2-28-6-101","東京都","板橋区","高島平2丁目","28-6-101","","35.78653","139.664764","","","(03)3936-1370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/sumireh/index.html","","",""
"131199","131199000164","板橋区","高島平つくし保育園","","","","","","","","","東京都板橋区高島平2-26-3-101","東京都","板橋区","高島平2丁目","26-3-101","","35.783862","139.664973","","","(03)3936-1360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/tukushih/index.html","","",""
"131199","131199000165","板橋区","高島平さつき保育園","","","","","","","","","東京都板橋区高島平9-1-6-201","東京都","板橋区","高島平9丁目","1-6-201","","35.787573","139.673274","","","(03)3936-9182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/satukih/index.html","","",""
"131199","131199000166","板橋区","志村橋保育園","","","","","","","","","東京都板橋区舟渡3-6-3","東京都","板橋区","舟渡3丁目","6-3","","35.79356","139.680284","","","(03)3966-0286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/sbashih/index.html","","",""
"131199","131199000167","板橋区","若木保育園","","","","","","","","","東京都板橋区若木2-11-6","東京都","板橋区","若木2丁目","11-6","","35.770209","139.674316","","","(03)3932-0551","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.city.itabashi.tokyo.jp/c_sections/wakagih/index.html","","",""
"131199","131199000168","板橋区","下赤塚小学校","","","","","","","","","東京都板橋区赤塚6-14-1","東京都","板橋区","赤塚6丁目","14-1","","35.774621","139.642897","","","(03)3939-0396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000169","板橋区","成増ケ丘小学校","","","","","","","","","東京都板橋区成増3-17-7","東京都","板橋区","成増3丁目","17-7","","35.780866","139.634138","","","(03)3930-2070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000170","板橋区","志村第五小学校","","","","","","","","","東京都板橋区西台3-38-23","東京都","板橋区","西台3丁目","38-23","","35.777111","139.668523","","","(03)3932-6347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000171","板橋区","志村第四小学校","","","","","","","","","東京都板橋区小豆沢4-13-1","東京都","板橋区","小豆沢4丁目","13-1","","35.780458","139.701447","","","(03)3966-3542","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000172","板橋区","志村第三小学校","","","","","","","","","東京都板橋区清水町83-1","東京都","板橋区","清水町","83-1","","35.766979","139.705095","","","(03)3961-1562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000173","板橋区","志村第二小学校","","","","","","","","","東京都板橋区志村1-7-1","東京都","板橋区","志村1丁目","7-1","","35.772555","139.697826","","","(03)3969-8631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000174","板橋区","北野小学校","","","","","","","","","東京都板橋区徳丸3-23-1","東京都","板橋区","徳丸3丁目","23-1","","35.77158","139.657072","","","(03)3933-6161","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000175","板橋区","紅梅小学校","","","","","","","","","東京都板橋区徳丸8-10-1","東京都","板橋区","徳丸8丁目","10-1","","35.78121","139.657508","","","(03)3932-6368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000176","板橋区","赤塚新町小学校","","","","","","","","","東京都板橋区赤塚新町3-31-1","東京都","板橋区","赤塚新町3丁目","31-1","","35.769452","139.635919","","","(03)3977-7811","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000177","板橋区","成増小学校","","","","","","","","","東京都板橋区成増1-11-1","東京都","板橋区","成増1丁目","11-1","","35.774629","139.632192","","","(03)3930-0172","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000178","板橋区","赤塚小学校","","","","","","","","","東京都板橋区赤塚3-1-22","東京都","板橋区","赤塚3丁目","1-22","","35.777795","139.64049","","","(03)3939-0047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000179","板橋区","向原小学校","","","","","","","","","東京都板橋区向原2-34-1","東京都","板橋区","向原2丁目","34-1","","35.741442","139.681855","","","(03)3956-8134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000180","板橋区","大谷口小学校","","","","","","","","","東京都板橋区大谷口北町21-1","東京都","板橋区","大谷口北町","21-1","","35.750978","139.690289","","","(03)3956-8108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000181","板橋区","弥生小学校","","","","","","","","","東京都板橋区弥生町19-1","東京都","板橋区","弥生町","19-1","","35.753885","139.694564","","","(03)3956-8116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000182","板橋区","桜川小学校","","","","","","","","","東京都板橋区東新町2-29-1","東京都","板橋区","東新町2丁目","29-1","","35.755117","139.678442","","","(03)3956-8106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000183","板橋区","常盤台小学校","","","","","","","","","東京都板橋区常盤台1-6-1","東京都","板橋区","常盤台1丁目","6-1","","35.759626","139.691271","","","(03)3969-4601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000184","板橋区","上板橋第四小学校","","","","","","","","","東京都板橋区上板橋1-3-1","東京都","板橋区","上板橋1丁目","3-1","","35.761521","139.678975","","","(03)3932-6317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000185","板橋区","上板橋第二小学校","","","","","","","","","東京都板橋区小茂根1-14-1","東京都","板橋区","小茂根1丁目","14-1","","35.747692","139.680203","","","(03)3956-8111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000186","板橋区","志村第一小学校","","","","","","","","","東京都板橋区泉町17-1","東京都","板橋区","泉町","17-1","","35.766447","139.701447","","","(03)3960-8561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000187","板橋区","志村小学校","","","","","","","","","東京都板橋区志村2-16-3","東京都","板橋区","志村2丁目","16-3","","35.77533","139.686732","","","(03)3969-8418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000188","板橋区","高島第六小学校","","","","","","","","","東京都板橋区高島平1-50-1","東京都","板橋区","高島平1丁目","50-1","","35.784817","139.670933","","","(03)3935-2550","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000189","板橋区","高島第五小学校","","","","","","","","","東京都板橋区高島平3-11-1","東京都","板橋区","高島平3丁目","11-1","","35.78686","139.656874","","","(03)3975-6823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000190","板橋区","高島第三小学校","","","","","","","","","東京都板橋区高島平4-21-1","東京都","板橋区","高島平4丁目","21-1","","35.788922","139.650114","","","(03)3938-5173","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000191","板橋区","高島第二小学校","","","","","","","","","東京都板橋区高島平2-25-1","東京都","板橋区","高島平2丁目","25-1","","35.785029","139.661809","","","(03)3936-1561","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000192","板橋区","高島第一小学校","","","","","","","","","東京都板橋区高島平7-24-1","東京都","板橋区","高島平7丁目","24-1","","35.792108","139.65989","","","(03)3939-2091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000193","板橋区","三園小学校","","","","","","","","","東京都板橋区三園1-24-1","東京都","板橋区","三園1丁目","24-1","","35.790585","139.637733","","","(03)3930-8934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000194","板橋区","徳丸小学校","","","","","","","","","東京都板橋区徳丸1-21-1","東京都","板橋区","徳丸1丁目","21-1","","35.771783","139.666561","","","(03)3934-1888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000195","板橋区","上板橋小学校","","","","","","","","","東京都板橋区東山町47-3","東京都","板橋区","東山町","47-3","","35.755211","139.686626","","","(03)3972-1661","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131199","131199000196","板橋区","加賀小学校","","","","","","","","","東京都板橋区稲荷台23-1","東京都","板橋区","稲荷台","23-1","","35.761421","139.710565","","","(03)3962-6445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
